Woord;Positive;Negative;Trust;Surprise;Joy;Sadness;Fear;Disgust;Anger;Anticipation
karbonades;0;0;0;0;0;0;0;0;0;0
kardinaal;0;0;0;0;0;0;0;0;0;0
karikatuur;0;1;0;0;0;0;0;0;0;0
karkas;0;1;0;0;0;1;1;1;0;0
karmozijn;0;0;0;0;0;0;0;0;0;0
karnen;0;0;0;0;0;0;0;0;0;0
kartel;0;1;0;0;0;0;0;0;0;0
karwei;0;1;0;0;0;0;0;0;0;0
kasjmier;0;0;0;0;0;0;0;0;0;0
kassier;0;0;1;0;0;0;0;0;0;0
kast;0;0;0;0;0;0;0;0;0;0
kastanje;0;0;0;0;0;0;0;0;0;0
kastanjebruin;0;1;0;0;0;0;0;0;0;0
kaste;0;1;0;0;0;0;0;0;0;0
kasteel;0;0;0;0;0;0;0;0;0;0
kastijding;0;1;0;0;0;0;0;0;0;0
kastje;0;0;0;0;0;0;0;0;0;0
kat;0;0;0;0;0;0;0;0;0;0
katabolisme;0;0;0;0;0;0;0;0;0;0
katachtig;0;0;0;0;0;0;0;0;0;0
katalyse;0;0;0;0;0;0;0;0;0;0
katalytische;0;0;0;0;0;0;0;0;0;0
katamaran;0;0;0;0;0;0;0;0;0;0
katapult;0;0;0;0;0;0;0;0;0;0
kathedraal;1;0;1;0;1;0;0;0;0;0
katheter;0;1;0;0;0;0;0;0;0;0
Katholiek;0;0;0;0;0;0;0;0;0;0
katje;1;0;1;0;1;0;0;0;0;0
katoen;0;0;0;0;0;0;0;0;0;0
kattenkruid;0;0;0;0;0;0;0;0;0;0
kauwen;0;0;0;0;0;0;0;0;0;0
keel;0;0;0;0;0;0;0;0;0;0
kegel;0;0;0;0;0;0;0;0;0;0
keizer;0;0;0;0;0;0;0;0;0;0
keizerin;0;0;0;0;0;0;0;0;0;0
kelder;0;0;0;0;0;0;0;0;0;0
kelk;0;0;0;0;0;0;0;0;0;0
kenmerken;1;0;0;0;0;0;0;0;0;0
kennis;1;0;0;0;0;0;0;0;0;0
kennisgeving;0;0;0;0;0;0;0;0;0;1
kennismaking;0;0;0;0;0;0;0;0;0;0
keramiek;0;0;0;0;0;0;0;0;0;0
kerel;0;0;0;0;0;0;0;0;0;0
kerk;1;0;1;0;1;0;0;0;0;1
kerkelijk;0;0;0;0;0;0;0;0;0;0
kerker;0;1;0;0;0;0;1;0;0;0
kerkhof;0;0;0;0;0;0;0;0;0;0
kern;1;0;0;0;0;0;0;0;0;0
kernsplijting;0;0;0;0;0;0;0;0;0;0
kerrie;0;0;0;0;0;0;0;0;0;0
kers;1;0;0;0;0;0;0;0;0;0
keten;0;0;0;0;0;0;0;0;0;0
ketter;0;1;0;0;0;0;0;1;0;0
ketterij;0;1;0;0;0;0;0;0;0;0
ketting;0;1;0;0;0;0;0;0;0;0
keu;0;0;0;0;0;0;0;0;0;1
keuken;0;0;0;0;0;0;0;0;0;0
keuze;1;0;0;0;0;0;0;0;0;0
kever;0;1;0;0;0;0;1;1;0;0
kiem;0;0;0;0;0;0;0;1;0;1
kieuw;0;0;0;0;0;0;0;0;0;0
kiezen;0;0;0;0;0;0;0;0;0;0
kiezer;0;0;0;0;0;0;0;0;0;0
kiezersvolk;0;0;1;0;0;0;0;0;0;0
kijker;0;0;0;0;0;0;0;0;0;0
kil;0;1;0;0;0;1;0;0;0;0
kilte;0;0;0;0;0;0;0;0;0;0
kim;0;0;0;0;0;0;0;0;0;0
kind;1;0;0;0;1;0;0;0;0;1
kinderbed;0;0;0;0;0;0;0;0;0;0
kinderbedje;0;0;0;0;0;0;0;0;0;0
kinderlijk;0;1;0;0;0;0;0;0;0;0
kip;0;0;0;0;0;0;1;0;0;0
kippenren;0;1;0;0;0;0;0;1;1;0
kirren;0;0;0;0;0;0;0;0;0;0
kist;0;1;0;0;0;1;1;0;0;0
kistje;0;1;0;0;0;1;1;0;0;0
klaar;0;0;0;0;0;0;0;0;0;1
klacht;0;1;0;0;0;0;0;0;1;0
klagen;0;1;0;0;0;1;0;0;1;0
klant;1;0;0;0;0;0;0;0;0;0
klap;1;0;1;0;1;0;0;0;0;1
klaploper;0;1;0;0;0;0;0;1;1;0
klapperen;0;0;0;0;0;0;0;0;0;0
klarinet;0;0;0;0;0;0;0;0;0;0
klaroen;0;0;0;0;0;0;0;0;0;0
klasse;0;0;0;0;0;0;0;0;0;0
klassiek;1;0;0;0;0;0;0;0;0;0
klauw;0;1;0;0;0;0;1;0;1;0
klauwen;0;0;0;0;0;0;0;0;0;0
klauwplaat;0;0;0;0;0;0;0;0;0;0
klaver;0;0;0;0;0;0;0;0;0;0
klaveren;0;0;0;0;0;0;0;0;0;0
kleden;1;0;0;0;0;0;0;0;0;0
kleding;0;0;0;0;0;0;0;0;0;0
kledingstuk;0;0;0;0;0;0;0;0;0;0
kleedje;0;0;0;0;0;0;0;0;0;0
kleermaker;0;0;0;0;0;0;0;0;0;0
klei;0;0;0;0;0;0;0;0;0;0
klein;0;1;0;0;0;0;0;0;0;0
kleineren;0;1;0;0;0;1;1;1;1;0
kleinhandel;0;0;0;0;0;0;0;0;0;0
klem;0;0;0;0;0;0;0;0;0;0
klep;0;1;0;0;0;0;0;0;0;0
kleren;0;0;0;0;0;0;0;0;0;0
klerikaal;1;0;1;0;0;0;0;0;0;0
klerk;0;0;0;0;0;0;0;0;0;0
klerkenbaantje;0;0;0;0;0;0;0;0;0;0
kletsen;0;1;0;0;0;0;0;0;0;0
kleur;0;0;0;0;0;0;0;0;0;0
kleuren;0;0;0;0;0;0;0;0;0;0
kleurloos;0;0;0;0;0;0;0;0;0;0
kleurpotloden;0;0;0;0;0;0;0;0;0;0
kleuterschool;0;0;0;0;0;0;0;0;0;0
kleven;0;0;0;0;0;0;0;0;0;0
kleverig;0;0;0;0;0;0;0;0;0;0
kliek;0;1;0;0;0;0;1;0;0;0
klieven;0;1;0;0;0;0;1;0;0;0
klif;0;0;0;0;0;0;1;0;0;0
klikken;0;0;0;0;0;0;0;0;0;0
klimaat;0;0;0;0;0;0;0;0;0;0
klinken;0;0;0;0;0;0;0;0;0;0
klinker;0;0;0;0;0;0;0;0;0;0
klipper;0;0;0;0;0;0;0;0;0;0
klis;0;0;0;0;0;0;0;0;0;0
klisteer;0;0;0;0;0;0;0;1;0;0
klok;0;0;0;0;0;0;0;0;0;1
klokkenspel;0;0;0;0;0;0;0;0;0;0
klomp;0;1;0;0;0;0;0;0;0;0
klonter;0;0;0;0;0;0;0;0;0;0
kloof;0;1;0;0;0;0;1;1;0;0
klooster;1;1;1;0;0;0;0;0;0;0
klop;0;0;0;0;0;0;0;0;0;0
klucht;0;1;0;1;0;0;0;0;0;0
kluchtig;0;1;0;0;0;0;0;1;0;0
kluizenaar;0;0;1;0;0;1;0;0;0;0
knaap;0;0;0;0;0;0;0;0;0;0
knal;0;1;0;1;0;1;1;1;1;0
knap;1;0;0;0;0;0;0;0;0;0
knapperig;0;1;1;0;0;0;0;0;0;0
knarsen;0;1;0;0;0;0;0;0;1;0
knechting;0;1;0;0;0;0;0;0;0;0
kneep;0;0;0;0;0;0;0;0;0;0
kneuzing;0;1;0;0;0;0;0;0;0;1
knie;0;0;0;0;0;0;0;0;0;0
knielen;0;0;0;0;0;0;0;0;0;0
knijpen;0;0;0;0;0;0;0;0;0;0
knikkers;0;0;0;0;0;0;0;0;0;0
knipperen;0;0;0;0;0;0;0;0;0;0
knipperende;0;0;0;0;0;0;0;0;0;0
knipsel;0;0;0;0;0;0;0;0;0;0
knoeien;0;1;0;0;0;0;0;1;0;0
knoflook;0;0;0;0;0;0;0;0;0;0
knolvormig;0;1;0;0;0;0;0;0;0;0
knoop;0;0;0;0;0;0;0;0;0;0
knop;0;0;0;0;0;0;0;0;0;0
knuffelen;1;0;1;0;1;0;0;0;0;0
kobalt;0;0;0;0;0;0;0;0;0;0
koddig;0;0;0;0;0;0;0;0;0;0
koe;0;0;0;0;0;0;0;0;0;0
koeienhuid;0;0;0;0;0;0;0;0;0;0
koekoek;0;1;0;0;0;0;0;0;0;0
koel;1;0;0;0;0;0;0;0;0;0
koeler;0;0;0;0;0;0;0;0;0;0
koelheid;0;1;0;0;0;1;1;1;1;0
koeling;0;0;0;0;0;0;0;0;0;0
koelte;1;0;0;0;0;0;0;0;0;0
koepel;0;0;0;0;0;0;0;0;0;0
koerier;0;0;1;0;0;0;0;0;0;0
koesteren;1;0;1;1;1;0;0;0;0;1
koeterwaals;0;1;0;0;0;0;0;0;1;0
koffie;0;0;0;0;0;0;0;0;0;0
kogel;0;0;0;0;0;0;0;0;0;0
kogelvrij;1;0;0;0;0;0;0;0;0;0
kok;0;0;0;0;0;0;0;0;0;0
koken;0;1;0;0;0;0;0;1;0;0
kolen;0;0;0;0;0;0;0;0;0;0
kolibrie;0;0;0;0;0;0;0;0;0;0
koliek;0;1;0;0;0;0;0;0;0;0
kolom;0;0;0;0;0;0;0;0;0;0
kolonel;1;0;1;0;0;0;0;0;0;0
koloniaal;0;0;0;0;0;0;0;0;0;0
kolonie;0;0;0;0;0;0;0;0;0;0
kolossaal;1;0;0;0;0;0;0;0;0;0
kom;0;0;0;0;0;0;0;0;0;0
kombuis;0;0;0;0;0;0;0;0;0;0
komedie;0;0;0;0;0;0;0;0;0;0
komeet;0;0;0;0;0;0;0;0;0;0
komisch;0;0;0;0;0;0;0;0;0;0
komma;0;0;0;0;0;0;0;0;0;0
kommen;0;0;0;0;0;0;0;0;0;0
kompas;0;0;1;0;0;0;0;0;0;0
komst;0;0;0;0;0;0;0;0;0;1
konijn;0;0;0;0;0;0;0;0;0;0
koning;1;0;0;0;0;0;0;0;0;0
koningin;0;0;0;0;0;0;0;0;0;0
koninklijk;0;0;0;0;0;0;0;0;0;0
koninkrijk;0;0;0;0;0;0;0;0;0;0
konvooi;0;0;0;0;0;0;0;0;0;0
kooi;0;1;0;0;0;1;0;0;0;0
kookkunst;0;0;0;0;0;0;0;0;0;0
kookpunt;0;0;0;0;0;0;0;0;0;0
kool;0;0;0;0;0;0;0;0;0;0
koolstof;0;0;0;0;0;0;0;0;0;0
koopje;1;0;1;0;0;0;0;0;0;0
koopman;0;0;1;0;0;0;0;0;0;0
koopwaar;0;0;0;0;0;0;0;0;0;0
koor;1;0;1;0;1;0;0;0;0;0
koor-;1;0;0;0;1;0;0;0;0;0
koord;0;0;0;0;0;0;0;0;0;0
koorts;0;0;0;0;0;0;1;0;0;0
koortsig;0;1;0;0;0;0;0;0;0;0
kopen;0;0;0;0;0;0;0;0;0;0
koper;0;0;0;0;0;0;0;0;0;0
koperen;0;0;0;0;0;0;0;0;0;0
kopiëren;0;0;0;0;0;0;0;0;0;0
koppeling;0;0;0;0;0;0;0;0;0;0
koppelingen;0;0;0;0;0;0;0;0;0;0
koppelteken;0;0;0;0;0;0;0;0;0;0
koppig;0;1;0;0;0;0;0;0;1;0
koraal;0;0;0;0;0;0;0;0;0;0
kornet;0;0;0;0;0;0;0;0;0;0
korporaal;0;1;0;0;0;0;0;0;0;0
korrelig;0;0;0;0;0;0;0;0;0;0
korset;0;0;0;0;0;0;0;0;0;0
korst;0;0;0;0;0;0;0;0;0;0
korstig;0;1;0;0;0;0;0;1;0;0
kort;0;0;0;0;0;0;0;0;0;0
kortaf;0;0;0;0;0;0;0;0;0;0
korte broek;0;0;0;0;0;0;0;0;0;0
korting;0;0;0;0;0;0;0;0;0;0
kortstondig;0;0;0;0;0;0;0;0;0;0
korvet;0;0;0;0;0;0;0;0;0;0
kosmisch;0;0;0;0;0;0;0;0;0;0
kosmologie;0;0;0;0;0;0;0;0;0;0
kosmopolitisch;1;0;1;0;0;0;0;0;0;0
kosmos;0;0;0;0;0;0;0;0;0;0
kostbaar;0;0;0;0;0;0;0;0;0;0
kostelijk;1;0;0;1;1;0;0;0;0;1
kosten;0;0;0;0;0;0;0;0;0;0
kostganger;0;0;0;0;0;0;0;0;0;0
kostuum;0;0;0;0;0;0;0;0;0;0
koud;0;1;0;0;0;0;0;0;0;0
kous;0;0;0;0;0;0;0;0;0;0
kouseband;0;0;0;0;0;0;0;0;0;0
kraag;0;0;0;0;0;0;0;0;0;0
kraai;0;0;0;0;0;0;0;0;0;0
kraakbeen;0;0;0;0;0;0;0;0;0;0
kraal;0;0;0;0;0;0;0;0;0;0
kraam;0;0;0;0;0;0;0;1;0;0
kraan;0;0;0;0;0;0;0;0;0;0
krab;0;0;0;0;0;0;0;0;0;0
kracht;1;1;0;0;0;0;1;0;1;0
krachtdadig;0;0;0;0;0;0;0;0;0;0
krachtig;1;0;1;0;1;0;1;1;1;1
kraken;0;1;0;0;0;0;0;0;0;0
krakende;0;1;0;0;0;0;0;0;0;0
kraker;0;0;0;0;0;0;0;0;0;0
kralen;0;0;0;0;0;0;0;0;0;0
kramp;0;1;0;0;0;0;0;0;0;1
krankzinnig;0;1;0;0;0;0;1;0;0;0
krankzinnige;0;1;0;0;0;0;1;0;1;0
krans;0;0;0;0;0;0;0;0;0;0
krant;0;0;0;0;0;0;0;0;0;0
krat;0;0;0;0;0;0;0;0;0;0
krater;0;0;0;0;0;0;0;0;0;0
kreek;0;0;0;0;0;0;0;0;0;0
krekel;0;0;0;0;0;0;0;0;0;0
kreunen;0;1;0;0;0;1;0;1;0;0
krijger;1;0;0;0;0;0;1;0;1;0
krijgshaftig;0;0;0;0;0;0;0;0;1;0
krijt;0;0;0;0;0;0;0;0;0;0
krik;0;0;0;0;0;0;0;0;0;0
krimp;0;0;0;0;0;0;0;0;0;0
kristal;1;0;0;0;0;0;0;0;0;0
kristallijne;0;0;0;0;0;0;0;0;0;0
kristallisatie;0;0;0;0;0;0;0;0;0;0
kritiek;0;1;0;0;0;1;0;0;1;0
krokodil;0;0;0;0;0;0;1;0;0;0
kromlijnig;0;0;0;0;0;0;0;0;0;0
kromming;0;0;0;0;0;0;0;0;0;0
kroniek;1;0;1;0;0;0;0;0;0;0
kroning;1;0;1;0;1;0;0;0;0;0
kronkeling;0;0;0;0;0;0;0;0;0;0
kroon;0;0;0;0;0;0;0;0;0;0
kroonlijst;0;0;0;0;0;0;0;0;0;0
kroonluchter;0;0;0;0;0;0;0;0;0;0
kroost;0;0;0;0;0;0;0;0;0;0
kruid;0;0;0;0;0;0;0;0;0;0
kruidachtig;0;0;0;0;0;0;0;0;0;0
kruiden;1;0;0;0;0;0;0;0;0;0
kruidenier;0;0;0;0;0;0;0;0;0;0
kruidenierswaren;0;0;0;0;0;0;0;0;0;0
kruidenierswinkel;0;0;0;0;0;0;0;0;0;0
kruiderij;0;0;0;0;0;0;0;0;0;0
kruidnagel;0;0;0;0;0;0;0;0;0;0
kruimel;0;0;0;0;0;0;0;0;0;0
kruipen;0;1;0;0;0;0;0;1;0;0
kruis;0;0;0;0;0;0;0;0;0;0
kruisbeeld;0;0;0;0;0;0;0;0;0;0
kruisboog;0;0;0;0;0;0;0;0;0;0
kruiser;0;0;0;0;0;0;0;0;0;0
kruisiging;0;1;0;0;0;1;1;1;1;0
kruising;0;0;0;0;0;0;0;0;0;0
kruistocht;0;1;0;0;0;0;1;0;1;0
kruk;0;0;0;0;0;0;0;0;0;0
kubus;0;0;1;0;0;0;0;0;0;0
kudde;0;0;0;0;0;0;0;0;0;0
kuisheid;1;0;1;0;0;0;0;0;0;1
kunst;1;0;0;1;1;1;0;0;0;1
kunstenaar;0;0;0;0;0;0;0;0;0;0
kunstenaars;0;0;0;0;0;0;0;0;0;0
kunstgreep;0;0;0;0;0;0;0;0;0;0
kurk;0;0;0;0;0;0;0;0;0;0
kurketrekker;0;0;0;0;0;0;0;0;0;0
kus;1;0;0;1;1;0;0;0;0;1
kussen;1;0;0;0;0;0;0;0;0;0
kust;1;0;0;0;0;0;0;0;0;0
kustvaarder;0;0;0;0;0;0;0;0;0;0
kut;0;0;0;0;0;0;0;0;0;0
kwaad;0;1;0;0;0;1;1;1;1;0
kwaal;0;0;0;0;0;0;0;0;0;0
kwaken;0;0;0;0;0;0;0;0;0;0
kwalificeren;0;0;0;0;0;0;0;0;0;0
kwalijk nemen;0;1;0;0;0;0;0;0;1;0
kwaliteit;0;0;0;0;0;0;0;0;0;0
kwarktaart;0;1;0;0;0;0;0;0;0;0
kwartaal;0;0;0;0;0;0;0;0;0;0
kwarts;0;0;0;0;0;0;0;0;0;0
kwekerij;1;0;1;0;1;0;0;0;0;0
kwellen;0;1;0;0;0;0;0;1;1;0
kwetsbaar;0;0;0;0;0;0;0;0;0;0
kwetsen;0;1;0;0;0;1;1;0;1;0
kwezelachtig;0;1;0;0;0;1;1;1;1;0
kwijlen;0;0;0;0;0;0;0;1;0;0
kwistig;1;1;0;0;0;0;0;0;0;0
laan;0;0;0;0;0;0;0;0;0;0
laars;0;0;0;0;0;0;0;0;0;0
laarzen;0;0;0;0;0;0;0;0;0;0
laat;0;1;0;0;0;1;0;0;0;0
label;0;0;1;0;0;0;0;0;0;0
lach;1;0;0;1;1;0;0;0;0;0
ladder;0;0;0;0;0;0;0;0;0;0
lade;0;0;0;0;0;0;0;0;0;0
laden;0;0;0;0;0;0;0;0;0;0
lader;1;0;0;0;0;0;0;0;0;0
lady;1;0;1;0;0;0;0;1;1;0
laf;0;1;0;0;0;0;1;0;0;0
lafaard;0;1;0;0;0;1;1;1;0;0
lafhartig;0;1;0;0;0;0;1;1;1;0
lafheid;0;1;0;0;0;0;1;0;0;0
lager;0;1;0;0;0;1;0;0;0;0
lagers;0;0;0;0;0;0;0;0;0;0
lamp;0;0;0;0;0;0;0;0;0;0
land;1;0;0;0;0;0;0;0;0;0
landbouw;1;0;0;0;0;0;0;0;0;0
landgenoot;0;0;1;0;0;0;0;0;0;0
landgoed;0;0;0;0;0;0;0;0;0;0
landhuis;0;0;0;0;0;0;0;0;0;0
landloper;0;1;0;0;0;1;0;0;0;0
landscaping;0;0;0;0;0;0;0;0;0;0
landschap;0;0;0;0;0;0;0;0;0;0
landstaal;0;0;0;0;0;0;0;0;0;0
lang;0;0;0;0;0;0;0;0;0;1
lange jacht;0;1;0;0;0;0;0;0;0;0
langzaam;0;0;0;0;0;0;0;0;0;0
lappen;0;0;0;0;0;0;0;0;0;0
large;0;0;0;0;0;0;0;0;0;0
larve;0;0;0;0;0;0;0;0;0;0
laser;1;0;1;0;0;0;0;0;0;0
last;0;1;0;0;0;1;1;0;1;0
laste;0;1;0;0;0;1;1;0;0;0
laster;0;1;0;0;0;0;1;1;0;0
lasterlijk;0;1;0;0;0;0;0;0;1;0
lava;0;1;0;0;0;0;1;0;1;0
lavendel;0;0;0;0;0;0;0;0;0;0
lawine;0;1;0;1;0;1;1;0;0;0
lea;0;0;0;0;0;0;0;0;0;0
leeftijd;0;0;0;0;0;0;0;0;0;0
leeg;0;0;0;0;0;0;0;0;0;0
leegte;0;0;0;0;0;1;0;0;0;0
leek;0;0;0;0;0;0;0;0;0;0
leenstelsel;0;1;0;0;0;1;0;0;1;0
leer;0;0;1;0;0;0;0;0;0;0
leerling;0;0;1;0;0;0;0;0;0;0
leerplan;0;0;0;0;0;0;0;0;0;0
leerstellig;0;0;0;0;0;0;0;0;0;0
leertijd;0;0;0;0;0;0;0;0;0;0
leeuw;1;0;0;0;0;0;1;0;0;0
legaat;0;0;1;0;0;0;0;0;0;0
legende;0;0;0;0;0;0;0;0;0;0
leger;0;0;0;0;0;0;0;0;0;0
legering;0;0;0;0;0;0;0;0;0;0
leggen;0;0;0;0;0;0;0;0;0;0
leiden;1;0;0;0;0;0;0;0;0;0
leider;1;0;1;0;0;0;0;0;0;0
leiding;1;0;1;0;0;0;0;0;0;0
lek;0;1;0;0;0;0;0;0;0;0
lekkernij;0;0;0;0;0;0;0;0;0;0
lelijk;0;1;0;0;0;0;0;1;0;0
lende;0;0;0;0;0;0;0;0;0;0
lenen;0;0;0;0;0;0;0;0;0;0
lener;0;1;0;0;0;0;0;0;0;0
lengte;0;0;0;0;0;0;0;0;0;0
lening;0;0;0;0;0;0;0;0;0;0
lente-;1;0;0;0;1;0;0;0;0;0
lepel;0;0;0;0;0;0;0;0;0;0
leraar;1;0;1;0;0;0;0;0;0;0
leren;1;0;1;1;1;0;0;0;0;0
les;1;0;1;0;0;0;0;0;0;1
letsel;0;1;0;0;0;1;1;0;1;0
letter;0;0;0;0;0;0;0;0;0;1
leugen;0;1;0;0;0;1;0;1;1;0
leugenaar;0;1;0;0;0;0;0;1;0;0
leven;0;0;0;0;0;0;0;0;0;0
levend;1;0;1;0;1;0;0;0;0;1
levendig;1;0;0;0;1;0;0;0;0;0
levensonderhoud;0;0;0;0;0;0;0;0;0;0
leveren;0;0;0;0;0;0;0;0;0;0
levering;1;0;0;0;0;0;0;0;0;1
lezen;0;0;0;0;0;0;0;0;0;0
lichaam;0;0;0;0;0;0;0;0;0;0
lichamelijk;0;0;0;0;0;0;0;0;0;0
licht;0;0;0;0;0;0;0;0;0;0
lichtgelovig;0;1;1;0;0;1;0;0;0;0
lid;0;0;0;0;0;0;0;0;0;0
lidmaat;0;0;0;0;0;0;0;0;0;0
lied;0;0;0;0;0;0;0;0;0;0
liederlijk;0;1;0;0;0;0;0;0;0;0
liefdadig;1;0;1;0;1;0;0;0;0;1
liefdadigheid;1;0;0;0;1;0;0;0;0;0
liefde;1;0;0;0;1;0;0;0;0;0
liefkozing;0;0;0;0;0;0;0;0;0;0
lies;0;0;0;0;0;0;0;0;0;0
liesbreuk;0;0;0;0;0;0;0;0;0;0
lieve;1;0;0;0;0;0;0;0;0;0
lieveling;1;0;1;0;1;0;0;0;0;0
lift;0;0;0;0;0;0;0;0;0;0
ligplaats;1;0;0;0;0;0;0;0;0;0
lijden;0;1;0;0;0;0;0;0;0;0
lijfje;0;0;0;0;0;0;0;0;0;0
lijfrente;0;0;0;0;0;0;0;0;0;0
lijfwacht;1;0;1;0;0;0;0;0;0;0
lijk;0;1;0;0;0;1;0;1;0;0
lijkbaar;0;1;0;0;0;1;1;0;0;0
lijkenhuis;0;1;0;0;0;1;1;1;0;0
lijkschouwer;0;1;0;0;0;0;0;0;0;0
lijkschouwing;0;1;0;0;0;1;1;1;0;0
lijkwagen;0;1;0;0;0;1;1;0;0;0
lijm;0;0;0;0;0;0;0;0;0;0
lijn;0;0;0;0;0;0;0;0;0;0
lijnen;0;0;0;0;0;0;1;0;0;0
lijst;0;0;0;0;0;0;0;0;0;0
limiet;0;0;0;0;0;0;0;0;0;0
limousine;0;0;0;0;0;0;0;0;0;0
lin;0;0;0;0;0;0;0;0;0;0
lingo;0;0;0;0;0;0;0;0;0;0
link;0;0;0;0;0;0;0;0;0;0
links;0;0;0;0;0;0;0;0;0;0
lint;1;0;0;0;1;0;0;0;1;1
lip;0;0;0;0;0;0;0;0;0;0
lippenstift;0;0;0;0;0;0;0;0;0;0
listig;0;0;0;0;0;0;0;0;0;0
literair;0;0;0;0;0;0;0;0;0;0
literatuur;0;0;0;0;0;0;0;0;0;0
livrei;0;0;0;0;0;0;0;0;0;0
lobbes;0;0;0;0;0;0;0;0;0;0
locomotief;0;0;0;0;0;0;0;0;0;0
loeien;0;0;0;0;0;0;0;0;0;0
lof;1;0;1;0;1;0;0;0;0;0
lofrede;0;0;0;0;0;0;0;0;0;0
logboek;0;0;0;0;0;0;0;0;0;0
loge;0;0;0;0;0;0;0;0;0;0
logies;0;0;1;0;0;0;0;0;0;0
lokaal;0;0;0;0;0;0;0;0;0;0
lokvogel;0;0;0;1;0;0;0;0;0;0
loof;0;0;0;0;0;0;0;0;0;0
lopend;0;0;0;0;0;0;0;0;0;0
losbandig;0;0;0;0;0;0;0;0;0;0
losbandigheid;0;1;0;0;0;0;1;1;0;0
losgekoppeld;0;1;0;0;0;1;0;0;0;0
losgemaakt;0;1;0;0;0;1;1;0;0;0
loskoppelen;0;1;0;0;0;1;0;0;0;0
losmaken;0;0;0;0;0;0;0;0;0;0
lot;0;1;0;0;0;0;0;0;0;1
louter;0;0;0;0;0;0;0;0;0;0
loven;1;0;0;0;0;0;0;0;0;0
loyaal;1;0;1;1;1;0;1;0;0;0
loyaliteit;1;0;1;0;0;0;0;0;0;0
lucht;0;0;0;0;0;0;0;0;0;0
luchtbrug;0;0;0;0;0;0;0;0;0;0
luchten;0;0;0;0;0;0;0;0;1;0
luchthaven;0;0;0;0;0;0;0;0;0;1
luchtig;0;0;0;0;0;0;0;0;0;0
luchtschip;0;0;0;0;0;0;0;0;0;0
luchtvaart;0;0;0;0;0;0;0;0;0;0
lui;0;1;0;0;0;0;0;0;0;0
luid;0;0;0;0;0;0;0;0;0;0
luier;0;0;0;0;0;0;0;1;0;0
luik;0;0;0;0;0;0;0;0;0;0
luisteren;0;0;0;0;0;0;0;0;0;0
lul;0;1;0;0;0;0;0;1;1;0
lumbaal;0;0;0;0;0;0;0;0;0;0
lunch;0;0;0;0;0;0;0;0;0;0
luzerne;0;0;0;0;0;0;0;0;0;0
maag;0;0;0;0;0;0;0;1;0;0
maag-;0;0;0;0;0;0;0;0;0;0
maagd;1;0;1;0;0;0;0;0;0;0
maagzuur;0;1;0;0;0;0;0;0;0;0
maalkoren;1;0;0;0;0;0;0;0;0;0
maaltijd;0;0;0;0;0;0;0;0;0;0
maan;0;0;0;0;0;0;0;0;0;0
maand;0;0;0;0;0;0;0;0;0;0
maandelijks;0;0;0;0;0;0;0;0;0;0
maanlicht;0;0;0;0;0;0;0;0;0;0
maas;0;0;0;0;0;0;0;0;0;0
maat;0;0;0;0;0;0;0;0;0;0
maatschappij;0;0;0;0;0;0;0;0;0;0
machine;0;0;1;0;0;0;0;0;0;0
machinerie;0;0;0;0;0;0;0;0;0;0
machtigen;1;0;1;0;0;0;0;0;0;0
machtiging;1;0;1;0;0;0;0;0;0;0
mager;0;1;0;0;0;0;0;0;0;0
magie;0;0;0;0;0;0;0;0;0;0
magistraat;0;0;0;0;0;0;0;0;0;0
magneet;1;0;1;0;0;0;0;0;0;0
mail;0;0;0;0;0;0;0;0;0;1
maïs;0;0;0;0;0;0;0;0;0;0
maïzena;0;0;0;0;0;0;0;0;0;0
makelaar;0;0;0;0;0;0;0;0;0;0
makelarij;0;0;0;0;0;0;0;0;0;0
maken;0;0;0;0;0;0;0;0;0;0
make-up;0;0;0;0;0;0;0;0;0;0
makkelijk;0;0;0;0;0;0;0;0;0;0
makkelijk in de omgang;1;0;0;0;0;0;0;0;0;0
makker;1;0;1;0;1;0;0;0;0;1
man;0;0;0;0;0;0;0;0;0;0
manager;0;0;0;0;0;0;0;0;0;0
manchet;0;0;0;0;0;0;0;0;0;0
mand;0;0;0;0;0;0;0;0;0;0
mandaat;0;0;0;0;0;0;0;0;0;0
manen;0;1;0;0;0;0;0;0;0;0
mango;0;0;0;0;0;0;0;0;0;0
manier;0;0;0;0;0;0;0;0;0;0
mannelijk;0;0;0;0;0;0;0;0;0;0
mannetjesvarken;0;0;0;0;0;0;0;0;0;0
mantel;0;0;0;0;0;0;0;0;0;0
marchanderen;0;0;0;0;0;0;0;0;0;0
marihuana;0;0;0;0;0;0;0;0;0;0
marine;0;0;0;0;0;0;0;0;0;0
marine-;0;0;0;0;0;0;0;0;0;0
mark;0;0;0;0;0;0;0;0;0;0
markt;0;0;0;0;0;0;0;0;0;0
marmer;0;0;0;0;0;0;0;0;0;0
mars;1;0;0;0;0;0;0;0;0;0
massa;0;0;0;0;0;0;0;0;0;0
masturberen;0;0;0;0;0;0;0;0;0;0
mat;0;0;0;0;0;0;0;0;0;0
matching;0;0;0;0;0;0;0;0;0;0
materiaal;0;0;0;0;0;0;0;0;0;0
materie;0;0;0;0;0;0;0;0;0;0
matiging;0;0;0;0;0;0;0;0;0;0
matras;0;0;0;0;0;0;0;0;0;0
mechanisme;0;0;0;0;0;0;0;0;0;0
medaille;1;0;1;1;1;0;0;0;0;1
mededeelzaam;1;0;0;0;0;0;0;0;0;0
